# source=InkDrawGen generated dot obs=1414_989 canvas=5 pressure=0.3 opacity=1
# size=200
# scale=80
# angle_step_deg=1
# angle_count=360
# paper_tile=NoiseTile-angle1-maxr8000-canvas5-papertile-seed1414_988-S200-P1.0-Op1-scale80-start22_22-size3482x3482.png
# obs_seed_px=1414,988
# obs_paper_tile_px=1414,989
# obs_actual_px=1414,989
# obs_window_px=9
# p_sweep_count=10
# zero_policy=keep_zero_as_missing, no_interpolation
# aggregate=median
r_px,r_norm,kernel01,valid_angle_count,mean01,min01,max01,stddev01
686,8.575,1,360,1,1,1,0
687,8.5875,1,360,1,1,1,0
688,8.6,1,360,1,1,1,0
689,8.6125,1,360,1,1,1,0
690,8.625,1,360,1,1,1,0
691,8.6375,1,360,1,1,1,0
692,8.65,1,360,1,1,1,0
693,8.6625,1,360,1,1,1,0
694,8.675,1,360,1,1,1,0
695,8.6875,1,360,1,1,1,0
696,8.7,1,360,1,1,1,0
697,8.7125,1,360,1,1,1,0
698,8.725,1,360,1,1,1,0
699,8.7375,1,360,1,1,1,0
700,8.75,1,360,1,1,1,0
701,8.7625,1,360,1,1,1,0
702,8.775,1,360,1,1,1,0
703,8.7875,1,360,1,1,1,0
704,8.8,1,360,1,1,1,0
705,8.8125,1,360,1,1,1,0
706,8.825,1,360,1,1,1,0
707,8.8375,1,360,1,1,1,0
708,8.85,1,360,1,1,1,0
709,8.8625,1,360,1,1,1,0
710,8.875,1,360,1,1,1,0
711,8.8875,1,360,1,1,1,0
712,8.9,1,360,1,1,1,0
713,8.9125,1,360,1,1,1,0
714,8.925,1,360,1,1,1,0
715,8.9375,1,360,1,1,1,0
716,8.95,1,360,1,1,1,0
717,8.9625,1,360,1,1,1,0
718,8.975,1,360,1,1,1,0
719,8.9875,1,360,1,1,1,0
720,9,1,360,1,1,1,0
721,9.0125,1,360,1,1,1,0
722,9.025,1,360,1,1,1,0
723,9.0375,1,360,1,1,1,0
724,9.05,1,360,1,1,1,0
725,9.0625,1,360,1,1,1,0
726,9.075,1,360,1,1,1,0
727,9.0875,1,360,1,1,1,0
728,9.1,1,360,1,1,1,0
729,9.1125,1,360,1,1,1,0
730,9.125,1,360,1,1,1,0
731,9.1375,1,360,1,1,1,0
732,9.15,1,360,1,1,1,0
733,9.1625,1,360,1,1,1,0
734,9.175,1,360,1,1,1,0
735,9.1875,1,360,1,1,1,0
736,9.2,1,360,1,1,1,0
737,9.2125,1,360,1,1,1,0
738,9.225,1,360,1,1,1,0
739,9.2375,1,360,1,1,1,0
740,9.25,1,360,1,1,1,0
741,9.2625,1,360,1,1,1,0
742,9.275,1,360,1,1,1,0
743,9.2875,1,360,1,1,1,0
744,9.3,1,360,1,1,1,0
745,9.3125,1,360,1,1,1,0
746,9.325,1,360,1,1,1,0
747,9.3375,1,360,1,1,1,0
748,9.35,1,360,1,1,1,0
749,9.3625,1,360,1,1,1,0
750,9.375,1,360,1,1,1,0
751,9.3875,1,360,1,1,1,0
752,9.4,1,360,1,1,1,0
753,9.4125,1,360,1,1,1,0
754,9.425,1,360,1,1,1,0
755,9.4375,1,360,1,1,1,0
756,9.45,1,360,1,1,1,0
757,9.4625,1,360,1,1,1,0
758,9.475,1,360,1,1,1,0
759,9.4875,1,360,1,1,1,0
760,9.5,1,360,1,1,1,0
761,9.5125,1,360,1,1,1,0
762,9.525,1,360,1,1,1,0
763,9.5375,1,360,1,1,1,0
764,9.55,1,360,1,1,1,0
765,9.5625,1,360,1,1,1,0
766,9.575,1,360,1,1,1,0
767,9.5875,1,360,1,1,1,0
768,9.6,1,360,1,1,1,0
769,9.6125,1,360,1,1,1,0
770,9.625,1,360,1,1,1,0
771,9.6375,1,360,1,1,1,0
772,9.65,1,360,1,1,1,0
773,9.6625,1,360,1,1,1,0
774,9.675,1,360,1,1,1,0
775,9.6875,1,360,1,1,1,0
776,9.7,1,360,1,1,1,0
777,9.7125,1,360,1,1,1,0
778,9.725,1,360,1,1,1,0
779,9.7375,1,360,1,1,1,0
780,9.75,1,360,1,1,1,0
781,9.7625,1,360,1,1,1,0
782,9.775,1,360,1,1,1,0
783,9.7875,1,360,1,1,1,0
784,9.8,1,360,1,1,1,0
785,9.8125,1,360,1,1,1,0
786,9.825,1,360,1,1,1,0
787,9.8375,1,360,1,1,1,0
788,9.85,1,360,1,1,1,0
789,9.8625,1,360,1,1,1,0
790,9.875,1,360,1,1,1,0
791,9.8875,1,360,1,1,1,0
792,9.9,1,360,1,1,1,0
793,9.9125,1,360,1,1,1,0
794,9.925,1,360,1,1,1,0
795,9.9375,1,360,1,1,1,0
796,9.95,1,360,1,1,1,0
797,9.9625,1,360,1,1,1,0
798,9.975,1,360,1,1,1,0
799,9.9875,1,360,1,1,1,0
800,10,1,360,1,1,1,0
801,10.0125,1,360,1,1,1,0
802,10.025,1,360,1,1,1,0
803,10.0375,1,360,1,1,1,0
804,10.05,1,360,1,1,1,0
805,10.0625,1,360,1,1,1,0
806,10.075,1,360,1,1,1,0
807,10.0875,1,360,1,1,1,0
808,10.1,1,360,1,1,1,0
809,10.1125,1,360,1,1,1,0
810,10.125,1,360,1,1,1,0
811,10.1375,1,360,1,1,1,0
812,10.15,1,360,1,1,1,0
813,10.1625,1,360,1,1,1,0
814,10.175,1,360,1,1,1,0
815,10.1875,1,360,1,1,1,0
816,10.2,1,360,1,1,1,0
817,10.2125,1,360,1,1,1,0
818,10.225,1,360,0.99367284,0.94444444,1,0.01764868
819,10.2375,0.94444444,360,0.96342593,0.94444444,1,0.02634825
820,10.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
821,10.2625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
822,10.275,0.94444444,360,0.94444444,0.94444444,0.94444444,0
823,10.2875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
824,10.3,0.94444444,360,0.94444444,0.94444444,0.94444444,0
825,10.3125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
826,10.325,0.94444444,360,0.94444444,0.94444444,0.94444444,0
827,10.3375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
828,10.35,0.94444444,360,0.94444444,0.94444444,0.94444444,0
829,10.3625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
830,10.375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
831,10.3875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
832,10.4,0.94444444,360,0.94444444,0.94444444,0.94444444,0
833,10.4125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
834,10.425,0.94444444,360,0.94444444,0.94444444,0.94444444,0
835,10.4375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
836,10.45,0.94444444,360,0.94444444,0.94444444,0.94444444,0
837,10.4625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
838,10.475,0.94444444,360,0.94444444,0.94444444,0.94444444,0
839,10.4875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
840,10.5,0.94444444,360,0.94444444,0.94444444,0.94444444,0
841,10.5125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
842,10.525,0.94444444,360,0.94444444,0.94444444,0.94444444,0
843,10.5375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
844,10.55,0.94444444,360,0.94444444,0.94444444,0.94444444,0
845,10.5625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
846,10.575,0.94444444,360,0.94444444,0.94444444,0.94444444,0
847,10.5875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
848,10.6,0.94444444,360,0.94444444,0.94444444,0.94444444,0
849,10.6125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
850,10.625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
851,10.6375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
852,10.65,0.94444444,360,0.94444444,0.94444444,0.94444444,0
853,10.6625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
854,10.675,0.94444444,360,0.94444444,0.94444444,0.94444444,0
855,10.6875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
856,10.7,0.94444444,360,0.94444444,0.94444444,0.94444444,0
857,10.7125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
858,10.725,0.94444444,360,0.94444444,0.94444444,0.94444444,0
859,10.7375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
860,10.75,0.94444444,360,0.94444444,0.94444444,0.94444444,0
861,10.7625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
862,10.775,0.94444444,360,0.94444444,0.94444444,0.94444444,0
863,10.7875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
864,10.8,0.94444444,360,0.94444444,0.94444444,0.94444444,0
865,10.8125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
866,10.825,0.94444444,360,0.94444444,0.94444444,0.94444444,0
867,10.8375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
868,10.85,0.94444444,360,0.94444444,0.94444444,0.94444444,0
869,10.8625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
870,10.875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
871,10.8875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
872,10.9,0.94444444,360,0.94444444,0.94444444,0.94444444,0
873,10.9125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
874,10.925,0.94444444,360,0.94444444,0.94444444,0.94444444,0
875,10.9375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
876,10.95,0.94444444,360,0.94444444,0.94444444,0.94444444,0
877,10.9625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
878,10.975,0.94444444,360,0.94444444,0.94444444,0.94444444,0
879,10.9875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
880,11,0.94444444,360,0.94444444,0.94444444,0.94444444,0
881,11.0125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
882,11.025,0.94444444,360,0.94444444,0.94444444,0.94444444,0
883,11.0375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
884,11.05,0.94444444,360,0.94444444,0.94444444,0.94444444,0
885,11.0625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
886,11.075,0.94444444,360,0.94444444,0.94444444,0.94444444,0
887,11.0875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
888,11.1,0.94444444,360,0.94444444,0.94444444,0.94444444,0
889,11.1125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
890,11.125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
891,11.1375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
892,11.15,0.94444444,360,0.94444444,0.94444444,0.94444444,0
893,11.1625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
894,11.175,0.94444444,360,0.94444444,0.94444444,0.94444444,0
895,11.1875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
896,11.2,0.94444444,360,0.94444444,0.94444444,0.94444444,0
897,11.2125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
898,11.225,0.94444444,360,0.94444444,0.94444444,0.94444444,0
899,11.2375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
900,11.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
901,11.2625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
902,11.275,0.94444444,360,0.94444444,0.94444444,0.94444444,0
903,11.2875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
904,11.3,0.94444444,360,0.94444444,0.94444444,0.94444444,0
905,11.3125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
906,11.325,0.94444444,360,0.94444444,0.94444444,0.94444444,0
907,11.3375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
908,11.35,0.94444444,360,0.94444444,0.94444444,0.94444444,0
909,11.3625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
910,11.375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
911,11.3875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
912,11.4,0.94444444,360,0.94444444,0.94444444,0.94444444,0
913,11.4125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
914,11.425,0.94444444,360,0.94444444,0.94444444,0.94444444,0
915,11.4375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
916,11.45,0.94444444,360,0.94444444,0.94444444,0.94444444,0
917,11.4625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
918,11.475,0.94444444,360,0.94444444,0.94444444,0.94444444,0
919,11.4875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
920,11.5,0.94444444,360,0.94444444,0.94444444,0.94444444,0
921,11.5125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
922,11.525,0.94444444,360,0.94444444,0.94444444,0.94444444,0
923,11.5375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
924,11.55,0.94444444,360,0.94444444,0.94444444,0.94444444,0
925,11.5625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
926,11.575,0.94444444,360,0.94444444,0.94444444,0.94444444,0
927,11.5875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
928,11.6,0.94444444,360,0.94444444,0.94444444,0.94444444,0
929,11.6125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
930,11.625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
931,11.6375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
932,11.65,0.94444444,360,0.94444444,0.94444444,0.94444444,0
933,11.6625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
934,11.675,0.94444444,360,0.94444444,0.94444444,0.94444444,0
935,11.6875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
936,11.7,0.94444444,360,0.94444444,0.94444444,0.94444444,0
937,11.7125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
938,11.725,0.94444444,360,0.94444444,0.94444444,0.94444444,0
939,11.7375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
940,11.75,0.94444444,360,0.94444444,0.94444444,0.94444444,0
941,11.7625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
942,11.775,0.94444444,360,0.94444444,0.94444444,0.94444444,0
943,11.7875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
944,11.8,0.94444444,360,0.94444444,0.94444444,0.94444444,0
945,11.8125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
946,11.825,0.94444444,360,0.94444444,0.94444444,0.94444444,0
947,11.8375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
948,11.85,0.94444444,360,0.94444444,0.94444444,0.94444444,0
949,11.8625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
950,11.875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
951,11.8875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
952,11.9,0.94444444,360,0.94444444,0.94444444,0.94444444,0
953,11.9125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
954,11.925,0.94444444,360,0.94444444,0.94444444,0.94444444,0
955,11.9375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
956,11.95,0.94444444,360,0.94444444,0.94444444,0.94444444,0
957,11.9625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
958,11.975,0.94444444,360,0.94444444,0.94444444,0.94444444,0
959,11.9875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
960,12,0.94444444,360,0.94444444,0.94444444,0.94444444,0
961,12.0125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
962,12.025,0.94444444,360,0.94444444,0.94444444,0.94444444,0
963,12.0375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
964,12.05,0.94444444,360,0.94444444,0.94444444,0.94444444,0
965,12.0625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
966,12.075,0.94444444,360,0.94444444,0.94444444,0.94444444,0
967,12.0875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
968,12.1,0.94444444,360,0.94444444,0.94444444,0.94444444,0
969,12.1125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
970,12.125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
971,12.1375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
972,12.15,0.94444444,360,0.94444444,0.94444444,0.94444444,0
973,12.1625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
974,12.175,0.94444444,360,0.94444444,0.94444444,0.94444444,0
975,12.1875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
976,12.2,0.94444444,360,0.94444444,0.94444444,0.94444444,0
977,12.2125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
978,12.225,0.94444444,360,0.94444444,0.94444444,0.94444444,0
979,12.2375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
980,12.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
981,12.2625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
982,12.275,0.94444444,360,0.94444444,0.94444444,0.94444444,0
983,12.2875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
984,12.3,0.94444444,360,0.94444444,0.94444444,0.94444444,0
985,12.3125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
986,12.325,0.94444444,360,0.94444444,0.94444444,0.94444444,0
987,12.3375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
988,12.35,0.94444444,360,0.94444444,0.94444444,0.94444444,0
989,12.3625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
990,12.375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
991,12.3875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
992,12.4,0.94444444,360,0.94444444,0.94444444,0.94444444,0
993,12.4125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
994,12.425,0.94444444,360,0.94444444,0.94444444,0.94444444,0
995,12.4375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
996,12.45,0.94444444,360,0.94444444,0.94444444,0.94444444,0
997,12.4625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
998,12.475,0.94444444,360,0.94444444,0.94444444,0.94444444,0
999,12.4875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1000,12.5,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1001,12.5125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1002,12.525,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1003,12.5375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1004,12.55,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1005,12.5625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1006,12.575,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1007,12.5875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1008,12.6,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1009,12.6125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1010,12.625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1011,12.6375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1012,12.65,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1013,12.6625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1014,12.675,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1015,12.6875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1016,12.7,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1017,12.7125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1018,12.725,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1019,12.7375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1020,12.75,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1021,12.7625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1022,12.775,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1023,12.7875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1024,12.8,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1025,12.8125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1026,12.825,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1027,12.8375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1028,12.85,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1029,12.8625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1030,12.875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1031,12.8875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1032,12.9,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1033,12.9125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1034,12.925,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1035,12.9375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1036,12.95,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1037,12.9625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1038,12.975,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1039,12.9875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1040,13,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1041,13.0125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1042,13.025,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1043,13.0375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1044,13.05,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1045,13.0625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1046,13.075,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1047,13.0875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1048,13.1,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1049,13.1125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1050,13.125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1051,13.1375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1052,13.15,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1053,13.1625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1054,13.175,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1055,13.1875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1056,13.2,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1057,13.2125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1058,13.225,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1059,13.2375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1060,13.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1061,13.2625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1062,13.275,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1063,13.2875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1064,13.3,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1065,13.3125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1066,13.325,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1067,13.3375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1068,13.35,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1069,13.3625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1070,13.375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1071,13.3875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1072,13.4,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1073,13.4125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1074,13.425,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1075,13.4375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1076,13.45,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1077,13.4625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1078,13.475,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1079,13.4875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1080,13.5,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1081,13.5125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1082,13.525,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1083,13.5375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1084,13.55,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1085,13.5625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1086,13.575,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1087,13.5875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1088,13.6,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1089,13.6125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1090,13.625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1091,13.6375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1092,13.65,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1093,13.6625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1094,13.675,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1095,13.6875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1096,13.7,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1097,13.7125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1098,13.725,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1099,13.7375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1100,13.75,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1101,13.7625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1102,13.775,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1103,13.7875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1104,13.8,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1105,13.8125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1106,13.825,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1107,13.8375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1108,13.85,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1109,13.8625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1110,13.875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1111,13.8875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1112,13.9,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1113,13.9125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1114,13.925,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1115,13.9375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1116,13.95,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1117,13.9625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1118,13.975,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1119,13.9875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1120,14,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1121,14.0125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1122,14.025,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1123,14.0375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1124,14.05,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1125,14.0625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1126,14.075,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1127,14.0875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1128,14.1,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1129,14.1125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1130,14.125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1131,14.1375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1132,14.15,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1133,14.1625,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1134,14.175,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1135,14.1875,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1136,14.2,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1137,14.2125,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1138,14.225,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1139,14.2375,0.94444444,360,0.94444444,0.94444444,0.94444444,0
1140,14.25,0.94444444,360,0.94444444,0.94444444,0.94444444,0
