# source=InkDrawGen generated dot obs=1414_989 canvas=5 pressure=0.3 opacity=1
# size=200
# scale=80
# angle_step_deg=1
# angle_count=360
# paper_tile=NoiseTile-angle1-maxr8000-canvas5-papertile-seed1414_988-S200-P1.0-Op1-scale80-start22_22-size3482x3482.png
# obs_seed_px=1414,988
# obs_paper_tile_px=1414,989
# obs_actual_px=1414,989
# obs_window_px=9
# p_sweep_count=10
# zero_policy=keep_zero_as_missing, no_interpolation
# aggregate=median
r_px,r_norm,kernel01,valid_angle_count,mean01,min01,max01,stddev01
4393,54.9125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4394,54.925,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4395,54.9375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4396,54.95,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4397,54.9625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4398,54.975,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4399,54.9875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4400,55,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4401,55.0125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4402,55.025,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4403,55.0375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4404,55.05,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4405,55.0625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4406,55.075,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4407,55.0875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4408,55.1,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4409,55.1125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4410,55.125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4411,55.1375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4412,55.15,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4413,55.1625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4414,55.175,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4415,55.1875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4416,55.2,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4417,55.2125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4418,55.225,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4419,55.2375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4420,55.25,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4421,55.2625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4422,55.275,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4423,55.2875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4424,55.3,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4425,55.3125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4426,55.325,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4427,55.3375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4428,55.35,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4429,55.3625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4430,55.375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4431,55.3875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4432,55.4,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4433,55.4125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4434,55.425,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4435,55.4375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4436,55.45,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4437,55.4625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4438,55.475,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4439,55.4875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4440,55.5,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4441,55.5125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4442,55.525,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4443,55.5375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4444,55.55,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4445,55.5625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4446,55.575,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4447,55.5875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4448,55.6,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4449,55.6125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4450,55.625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4451,55.6375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4452,55.65,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4453,55.6625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4454,55.675,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4455,55.6875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4456,55.7,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4457,55.7125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4458,55.725,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4459,55.7375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4460,55.75,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4461,55.7625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4462,55.775,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4463,55.7875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4464,55.8,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4465,55.8125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4466,55.825,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4467,55.8375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4468,55.85,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4469,55.8625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4470,55.875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4471,55.8875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4472,55.9,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4473,55.9125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4474,55.925,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4475,55.9375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4476,55.95,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4477,55.9625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4478,55.975,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4479,55.9875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4480,56,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4481,56.0125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4482,56.025,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4483,56.0375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4484,56.05,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4485,56.0625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4486,56.075,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4487,56.0875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4488,56.1,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4489,56.1125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4490,56.125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4491,56.1375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4492,56.15,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4493,56.1625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4494,56.175,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4495,56.1875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4496,56.2,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4497,56.2125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4498,56.225,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4499,56.2375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4500,56.25,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4501,56.2625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4502,56.275,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4503,56.2875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4504,56.3,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4505,56.3125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4506,56.325,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4507,56.3375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4508,56.35,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4509,56.3625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4510,56.375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4511,56.3875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4512,56.4,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4513,56.4125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4514,56.425,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4515,56.4375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4516,56.45,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4517,56.4625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4518,56.475,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4519,56.4875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4520,56.5,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4521,56.5125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4522,56.525,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4523,56.5375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4524,56.55,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4525,56.5625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4526,56.575,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4527,56.5875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4528,56.6,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4529,56.6125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4530,56.625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4531,56.6375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4532,56.65,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4533,56.6625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4534,56.675,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4535,56.6875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4536,56.7,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4537,56.7125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4538,56.725,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4539,56.7375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4540,56.75,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4541,56.7625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4542,56.775,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4543,56.7875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4544,56.8,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4545,56.8125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4546,56.825,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4547,56.8375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4548,56.85,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4549,56.8625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4550,56.875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4551,56.8875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4552,56.9,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4553,56.9125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4554,56.925,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4555,56.9375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4556,56.95,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4557,56.9625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4558,56.975,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4559,56.9875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4560,57,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4561,57.0125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4562,57.025,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4563,57.0375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4564,57.05,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4565,57.0625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4566,57.075,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4567,57.0875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4568,57.1,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4569,57.1125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4570,57.125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4571,57.1375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4572,57.15,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4573,57.1625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4574,57.175,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4575,57.1875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4576,57.2,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4577,57.2125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4578,57.225,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4579,57.2375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4580,57.25,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4581,57.2625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4582,57.275,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4583,57.2875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4584,57.3,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4585,57.3125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4586,57.325,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4587,57.3375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4588,57.35,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4589,57.3625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4590,57.375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4591,57.3875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4592,57.4,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4593,57.4125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4594,57.425,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4595,57.4375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4596,57.45,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4597,57.4625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4598,57.475,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4599,57.4875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4600,57.5,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4601,57.5125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4602,57.525,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4603,57.5375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4604,57.55,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4605,57.5625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4606,57.575,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4607,57.5875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4608,57.6,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4609,57.6125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4610,57.625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4611,57.6375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4612,57.65,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4613,57.6625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4614,57.675,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4615,57.6875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4616,57.7,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4617,57.7125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4618,57.725,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4619,57.7375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4620,57.75,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4621,57.7625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4622,57.775,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4623,57.7875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4624,57.8,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4625,57.8125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4626,57.825,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4627,57.8375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4628,57.85,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4629,57.8625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4630,57.875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4631,57.8875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4632,57.9,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4633,57.9125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4634,57.925,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4635,57.9375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4636,57.95,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4637,57.9625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4638,57.975,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4639,57.9875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4640,58,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4641,58.0125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4642,58.025,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4643,58.0375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4644,58.05,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4645,58.0625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4646,58.075,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4647,58.0875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4648,58.1,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4649,58.1125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4650,58.125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4651,58.1375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4652,58.15,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4653,58.1625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4654,58.175,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4655,58.1875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4656,58.2,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4657,58.2125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4658,58.225,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4659,58.2375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4660,58.25,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4661,58.2625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4662,58.275,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4663,58.2875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4664,58.3,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4665,58.3125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4666,58.325,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4667,58.3375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4668,58.35,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4669,58.3625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4670,58.375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4671,58.3875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4672,58.4,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4673,58.4125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4674,58.425,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4675,58.4375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4676,58.45,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4677,58.4625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4678,58.475,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4679,58.4875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4680,58.5,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4681,58.5125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4682,58.525,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4683,58.5375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4684,58.55,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4685,58.5625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4686,58.575,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4687,58.5875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4688,58.6,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4689,58.6125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4690,58.625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4691,58.6375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4692,58.65,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4693,58.6625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4694,58.675,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4695,58.6875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4696,58.7,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4697,58.7125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4698,58.725,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4699,58.7375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4700,58.75,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4701,58.7625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4702,58.775,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4703,58.7875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4704,58.8,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4705,58.8125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4706,58.825,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4707,58.8375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4708,58.85,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4709,58.8625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4710,58.875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4711,58.8875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4712,58.9,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4713,58.9125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4714,58.925,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4715,58.9375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4716,58.95,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4717,58.9625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4718,58.975,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4719,58.9875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4720,59,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4721,59.0125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4722,59.025,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4723,59.0375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4724,59.05,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4725,59.0625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4726,59.075,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4727,59.0875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4728,59.1,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4729,59.1125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4730,59.125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4731,59.1375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4732,59.15,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4733,59.1625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4734,59.175,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4735,59.1875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4736,59.2,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4737,59.2125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4738,59.225,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4739,59.2375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4740,59.25,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4741,59.2625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4742,59.275,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4743,59.2875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4744,59.3,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4745,59.3125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4746,59.325,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4747,59.3375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4748,59.35,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4749,59.3625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4750,59.375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4751,59.3875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4752,59.4,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4753,59.4125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4754,59.425,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4755,59.4375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4756,59.45,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4757,59.4625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4758,59.475,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4759,59.4875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4760,59.5,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4761,59.5125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4762,59.525,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4763,59.5375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4764,59.55,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4765,59.5625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4766,59.575,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4767,59.5875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4768,59.6,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4769,59.6125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4770,59.625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4771,59.6375,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4772,59.65,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4773,59.6625,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4774,59.675,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4775,59.6875,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4776,59.7,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4777,59.7125,0.72222222,360,0.72222222,0.72222222,0.72222222,0
4778,59.725,0.72222222,360,0.72222222,0.72222222,0.72222222,0
