S,P,N,a_r0,a_r1,a_r2,a_r3,a_r4,a_r5,a_r6,a_r12,a_r25,a_r50,a_r75,a_r100
100,0.05,15,0.11764706,0.125,0.11764706,0.11764706,0.11344538,0.11764706,0.11631016,0.1112532,0.10758514,0.01143791,0,0
100,0.05,20,0.15686275,0.16421569,0.15686275,0.15686275,0.1512605,0.15686275,0.15508021,0.1483376,0.14344685,0.01525054,0,0
100,0.05,25,0.19607843,0.20343137,0.19607843,0.19607843,0.18907563,0.19607843,0.19385027,0.18542199,0.17930857,0.01906318,0,0
100,0.05,50,0.32156863,0.3377451,0.32156863,0.32156863,0.31260504,0.32156863,0.31871658,0.30792839,0.3001032,0.03812636,0,0
100,0.05,75,0.41960784,0.43921569,0.41960784,0.41960784,0.41064426,0.41960784,0.41675579,0.4059676,0.39814241,0.05718954,0,0
100,0.05,100,0.51764706,0.5372549,0.51764706,0.51764706,0.50868347,0.51764706,0.51479501,0.50400682,0.49618163,0.07625272,0,0
100,0.1,1,0.01666667,0.01715686,0.01627451,0.01588235,0.01596639,0.01568627,0.01639929,0.01564365,0.01388029,0.00151295,0,0
100,0.1,2,0.03333333,0.03431373,0.03254902,0.03176471,0.03193277,0.03137255,0.03279857,0.0312873,0.02776058,0.0030259,0,0
100,0.1,3,0.05,0.05147059,0.04882353,0.04764706,0.04789916,0.04705882,0.04919786,0.04693095,0.04164087,0.00453885,0,0
100,0.1,4,0.06666667,0.06862745,0.06509804,0.06352941,0.06386555,0.0627451,0.06559715,0.0625746,0.05552116,0.0060518,0,0
100,0.1,5,0.08333333,0.08529412,0.08137255,0.07941176,0.07983193,0.07843137,0.08199643,0.07821824,0.06940144,0.00756475,0,0
100,0.1,6,0.1,0.10196078,0.09764706,0.09529412,0.09579832,0.09411765,0.09839572,0.09386189,0.08328173,0.00907771,0,0
100,0.1,7,0.11568627,0.11813725,0.1127451,0.11058824,0.11078431,0.10943627,0.11381462,0.1087809,0.09708462,0.01059066,0,0
100,0.1,8,0.13137255,0.13431373,0.12784314,0.12588235,0.12577031,0.1247549,0.12923351,0.12369991,0.11088751,0.01210361,0,0
100,0.1,9,0.14411765,0.14754902,0.14078431,0.13823529,0.13851541,0.13688725,0.14197861,0.13618926,0.12267802,0.01361656,0,0
100,0.1,10,0.15686275,0.16078431,0.15372549,0.15058824,0.1512605,0.14901961,0.15472371,0.1486786,0.13446852,0.01512951,0,0
100,0.1,15,0.22058824,0.2254902,0.21843137,0.21235294,0.21498599,0.20968137,0.2184492,0.21112532,0.19342105,0.02269426,0,0
100,0.1,20,0.28235294,0.28823529,0.27784314,0.27098039,0.2732493,0.26776961,0.27887701,0.26828645,0.24331785,0.03007746,0,0
100,0.1,25,0.34117647,0.34852941,0.33372549,0.32784314,0.32857143,0.3247549,0.33636364,0.32327366,0.29298246,0.03746066,0,0
100,0.1,50,0.56176471,0.57009804,0.55235294,0.5445098,0.54565826,0.54044118,0.55561497,0.5387468,0.49896801,0.06217623,0,0
100,0.1,75,0.70196078,0.70931373,0.69,0.68352941,0.68305322,0.67977941,0.69474153,0.67612958,0.63237874,0.08149359,0,0
100,0.1,100,0.8,0.80735294,0.78803922,0.78156863,0.78109244,0.77781863,0.79278075,0.7741688,0.73041796,0.10055677,0,0
100,0.25,1,0.05588235,0.05686275,0.05313725,0.0527451,0.05322129,0.05220588,0.05383244,0.05051151,0.04277606,0.00295328,0,0
100,0.25,2,0.10784314,0.10980392,0.10294118,0.10215686,0.10322129,0.10073529,0.10409982,0.09799659,0.08439112,0.00590656,0,0
100,0.25,3,0.15784314,0.16078431,0.15078431,0.15,0.15140056,0.14852941,0.15285205,0.14377664,0.12324561,0.00885984,0,0
100,0.25,4,0.20588235,0.20882353,0.19627451,0.19529412,0.19705882,0.19313725,0.19884135,0.18721228,0.16096491,0.01181312,0,0
100,0.25,5,0.25098039,0.25441176,0.23921569,0.23764706,0.23991597,0.23541667,0.24197861,0.2286445,0.19718782,0.01473009,0,0
100,0.25,6,0.29313725,0.29656863,0.27960784,0.27823529,0.28095238,0.27561275,0.28315508,0.26751918,0.23139835,0.01764706,0,0
100,0.25,7,0.33137255,0.33529412,0.31686275,0.31568627,0.31820728,0.3127451,0.32103387,0.30353794,0.26346749,0.02037037,0,0
100,0.25,8,0.36862745,0.37303922,0.35294118,0.35137255,0.35392157,0.34828431,0.35713012,0.33870418,0.29538184,0.02309368,0,0
100,0.25,9,0.40392157,0.40882353,0.3872549,0.3854902,0.38879552,0.38247549,0.39180036,0.37212276,0.3256192,0.02558702,0,0
100,0.25,10,0.4372549,0.44215686,0.41941176,0.4172549,0.42058824,0.41409314,0.42397504,0.40336743,0.35374097,0.02808037,0,0
100,0.25,15,0.57745098,0.58235294,0.55588235,0.55392157,0.55784314,0.55098039,0.56167558,0.53759591,0.47850877,0.04043815,0,0
100,0.25,20,0.68333333,0.68823529,0.66098039,0.65901961,0.66288515,0.65661765,0.6671123,0.64215686,0.57990196,0.05112564,0,0
100,0.25,25,0.76372549,0.76764706,0.74117647,0.74,0.74355742,0.73848039,0.74777184,0.72314578,0.66075851,0.06115953,0,0
100,0.25,50,0.93921569,0.94019608,0.9272549,0.92647059,0.9280112,0.92573529,0.93083779,0.91692242,0.88036636,0.10171871,0,0
100,0.25,75,0.96666667,0.96715686,0.9645098,0.96392157,0.96470588,0.96384804,0.96488414,0.9625746,0.95309598,0.12723312,0,0
100,0.25,100,0.96666667,0.96715686,0.9645098,0.96392157,0.96470588,0.96384804,0.96488414,0.96265985,0.95575335,0.1462963,0,0
100,0.5,1,0.16666667,0.16813725,0.1572549,0.15764706,0.15840336,0.1557598,0.16016043,0.15063939,0.12195562,0.00318325,0,0
100,0.5,2,0.30392157,0.30784314,0.28882353,0.28980392,0.29117647,0.2870098,0.29402852,0.27796249,0.22871517,0.0063665,0,0
100,0.5,3,0.41960784,0.42401961,0.40019608,0.40156863,0.40294118,0.39816176,0.40677362,0.38644501,0.32242002,0.00945292,0,0
100,0.5,4,0.51568627,0.52058824,0.49392157,0.49568627,0.49691877,0.49191176,0.50160428,0.47826087,0.40461816,0.0124304,0,0
100,0.5,5,0.59705882,0.60098039,0.57235294,0.57372549,0.57535014,0.56997549,0.58039216,0.5556266,0.47626419,0.01533527,0,0
100,0.5,6,0.66372549,0.66764706,0.63862745,0.64019608,0.64145658,0.63639706,0.64679144,0.62161125,0.53906089,0.01821593,0,0
100,0.5,7,0.71862745,0.72205882,0.69352941,0.69509804,0.69635854,0.69129902,0.7016934,0.67651321,0.59365325,0.02101186,0,0
100,0.5,8,0.76568627,0.76813725,0.74078431,0.74215686,0.74327731,0.73811275,0.74839572,0.72404092,0.64246646,0.02374728,0,0
100,0.5,9,0.80588235,0.80637255,0.78078431,0.78235294,0.78305322,0.77867647,0.78814617,0.76508951,0.68547472,0.02634955,0,0
100,0.5,10,0.83823529,0.83872549,0.8145098,0.81588235,0.81694678,0.81262255,0.82156863,0.79978687,0.72314241,0.02883079,0,0
100,0.5,15,0.93431373,0.93529412,0.91862745,0.92019608,0.92128852,0.91887255,0.92370766,0.91001705,0.85389577,0.04074074,0,0
100,0.5,20,0.97254902,0.97303922,0.96333333,0.96392157,0.96498599,0.96372549,0.96622103,0.95814152,0.92167183,0.05130719,0,0
100,0.5,25,0.98921569,0.98872549,0.98352941,0.98431373,0.98459384,0.98419118,0.98565062,0.98052003,0.95704334,0.06100218,0,0
100,0.5,50,0.99117647,0.99068627,0.98960784,0.98960784,0.98963585,0.98897059,0.98966132,0.98887468,0.98573271,0.09502542,0,0
100,0.5,75,0.99117647,0.99068627,0.98960784,0.98960784,0.98963585,0.98897059,0.98966132,0.98887468,0.98581011,0.1151174,0,0
100,0.5,100,0.99117647,0.99068627,0.98960784,0.98960784,0.98963585,0.98897059,0.98966132,0.98887468,0.98581011,0.12890341,0,0
100,0.65,1,0.26764706,0.26813725,0.25372549,0.25431373,0.25518207,0.25159314,0.25730838,0.24356351,0.19615583,0.00256596,0,0
100,0.65,2,0.4627451,0.46372549,0.44196078,0.44294118,0.4442577,0.43909314,0.44759358,0.42689685,0.35312178,0.00510772,0,0
100,0.65,3,0.60588235,0.60686275,0.5827451,0.58392157,0.58473389,0.57977941,0.58930481,0.56543052,0.47894737,0.00755265,0,0
100,0.65,4,0.71176471,0.7122549,0.68803922,0.68941176,0.68977591,0.68541667,0.69474153,0.67067349,0.58036636,0.00990075,0,0
100,0.65,5,0.78823529,0.7877451,0.7654902,0.76686275,0.76736695,0.76360294,0.77201426,0.74948849,0.6619195,0.01222464,0,0
100,0.65,6,0.84509804,0.84313725,0.82372549,0.82470588,0.82577031,0.82242647,0.82950089,0.80967604,0.72757998,0.01452433,0,0
100,0.65,7,0.88627451,0.88529412,0.86745098,0.86882353,0.86946779,0.86691176,0.87317291,0.85558397,0.78000516,0.01669087,0,0
100,0.65,8,0.91568627,0.91617647,0.90039216,0.90196078,0.90196078,0.9,0.90543672,0.8902387,0.82229102,0.0187848,0,0
100,0.65,9,0.9372549,0.9377451,0.92352941,0.9254902,0.92591036,0.92438725,0.92878788,0.91577153,0.85577915,0.02084241,0,0
100,0.65,10,0.95392157,0.95392157,0.94235294,0.94372549,0.94383754,0.94276961,0.94625668,0.93563512,0.88361713,0.02279109,0,0
100,0.65,15,0.99019608,0.99019608,0.98627451,0.98686275,0.98669468,0.98602941,0.98761141,0.98329071,0.95892673,0.03208666,0,0
100,0.65,20,0.99509804,0.99509804,0.99411765,0.99431373,0.99453782,0.99411765,0.99474153,0.99352089,0.98418473,0.04018397,0,0
100,0.65,25,0.99509804,0.99509804,0.9945098,0.99490196,0.99481793,0.99448529,0.99491979,0.99390452,0.99102167,0.04733721,0,0
100,0.65,50,0.99509804,0.99509804,0.9945098,0.99490196,0.99481793,0.99448529,0.99491979,0.99390452,0.99176987,0.07193174,0,0
100,0.65,75,0.99509804,0.99509804,0.9945098,0.99490196,0.99481793,0.99448529,0.99491979,0.99390452,0.99176987,0.0855846,0,0
100,0.65,100,0.99509804,0.99509804,0.9945098,0.99490196,0.99481793,0.99448529,0.99491979,0.99390452,0.99176987,0.09438393,0,0
100,0.77,1,0.36764706,0.36911765,0.35156863,0.35215686,0.35294118,0.34865196,0.35561497,0.33776641,0.27422601,0.00217865,0,0
100,0.77,2,0.6,0.60147059,0.57843137,0.57960784,0.58081232,0.575,0.5842246,0.56074169,0.47239422,0.00432099,0,0
100,0.77,3,0.74607843,0.74803922,0.72529412,0.72666667,0.72731092,0.72267157,0.7315508,0.70831202,0.61591847,0.0063665,0,0
100,0.77,4,0.83823529,0.83921569,0.82,0.82137255,0.82156863,0.81801471,0.82575758,0.80524297,0.72022704,0.00835149,0,0
100,0.77,5,0.89705882,0.89754902,0.88215686,0.88333333,0.88389356,0.88063725,0.88698752,0.87007673,0.79522704,0.01028807,0,0
100,0.77,6,0.93431373,0.93382353,0.92215686,0.92294118,0.92380952,0.92181373,0.92602496,0.91278772,0.8499226,0.01218833,0,0
100,0.77,7,0.95882353,0.95833333,0.94901961,0.94941176,0.94971989,0.94865196,0.95187166,0.9415601,0.89037668,0.01402808,0,0
100,0.77,8,0.97352941,0.97352941,0.96607843,0.96666667,0.96652661,0.96605392,0.9684492,0.96095482,0.91981424,0.01580731,0,0
100,0.77,9,0.98235294,0.98333333,0.97764706,0.97803922,0.97773109,0.97757353,0.97959002,0.97391304,0.94099587,0.01747761,0,0
100,0.77,10,0.98921569,0.98921569,0.98588235,0.98568627,0.98529412,0.98492647,0.98627451,0.98231032,0.95616615,0.01907528,0,0
100,0.77,15,0.99607843,0.99607843,0.99607843,0.99588235,0.99593838,0.99583333,0.9959893,0.99595055,0.99066047,0.0264948,0,0
100,0.77,20,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99507224,0.03299443,0,0
100,0.77,25,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99538184,0.03875575,0,0
100,0.77,50,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99543344,0.05792786,0,0
100,0.77,75,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99543344,0.06807069,0,0
100,0.77,100,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99543344,0.07408618,0,0
100,0.85,1,0.44411765,0.44411765,0.42666667,0.42666667,0.42745098,0.42267157,0.4302139,0.41005968,0.33596491,0.00205761,0,0
100,0.85,2,0.69019608,0.68970588,0.66941176,0.67039216,0.67142857,0.66593137,0.67424242,0.65098039,0.55825593,0.00407892,0,0
100,0.85,3,0.82745098,0.82647059,0.80901961,0.80980392,0.81036415,0.8060049,0.81327986,0.79292413,0.70585655,0.00601549,0,0
100,0.85,4,0.90392157,0.90294118,0.88941176,0.88980392,0.89019608,0.88713235,0.892959,0.87672634,0.80304438,0.00790366,0,0
100,0.85,5,0.94607843,0.94558824,0.93568627,0.93607843,0.93627451,0.93394608,0.93832442,0.92642796,0.86787926,0.00970709,0,0
100,0.85,6,0.96960784,0.96960784,0.96196078,0.9627451,0.96232493,0.96127451,0.96426025,0.9556266,0.91086171,0.01148632,0,0
100,0.85,7,0.98333333,0.98333333,0.97764706,0.97784314,0.97773109,0.97732843,0.97923351,0.97340153,0.93991228,0.01319293,0,0
100,0.85,8,0.99019608,0.99019608,0.98627451,0.98686275,0.98655462,0.98639706,0.98796791,0.98388747,0.95946852,0.01485113,0,0
100,0.85,9,0.99509804,0.99460784,0.99196078,0.99215686,0.99215686,0.99215686,0.992959,0.99040921,0.97275542,0.01642459,0,0
100,0.85,10,0.99607843,0.99607843,0.99470588,0.9945098,0.99481793,0.99534314,0.99536542,0.99390452,0.98129515,0.01792544,0,0
100,0.85,15,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99558824,0.0248487,0,0
100,0.85,20,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99594943,0.03081578,0,0
100,0.85,25,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99600103,0.03603244,0,0
100,0.85,50,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99600103,0.05360687,0,0
100,0.85,75,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99600103,0.06280562,0,0
100,0.85,100,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99607843,0.99600103,0.06843379,0,0
100,1,1,0.59901961,0.5995098,0.58196078,0.58117647,0.58137255,0.57683824,0.58324421,0.56155158,0.47288442,0.0019971,0,0
100,1,2,0.84019608,0.83921569,0.82411765,0.82372549,0.82408964,0.82046569,0.82566845,0.806948,0.72154283,0.00395788,0,0
100,1,3,0.93529412,0.93529412,0.92568627,0.9254902,0.92521008,0.92328431,0.92673797,0.91496164,0.85185759,0.00580973,0,0
100,1,4,0.97352941,0.97401961,0.96843137,0.96901961,0.96890756,0.96727941,0.96925134,0.96223359,0.92141383,0.00761317,0,0
100,1,5,0.99019608,0.99068627,0.98705882,0.98686275,0.98711485,0.98651961,0.9872549,0.98324808,0.95794634,0.00934398,0,0
100,1,6,0.99509804,0.99607843,0.99431373,0.99431373,0.9942577,0.9939951,0.99438503,0.99249787,0.97719298,0.01102639,0,0
100,1,7,0.99901961,0.9995098,0.99862745,0.99843137,0.9987395,0.99816176,0.9986631,0.99752771,0.9875387,0.01261196,0,0
100,1,8,1,1,1,0.99960784,1,0.9997549,0.99982175,0.99991475,0.99272446,0.01414912,0,0
100,1,9,1,1,1,0.99980392,1,0.99987745,0.99991087,0.99995737,0.99600103,0.01563786,0,0
100,1,10,1,1,1,0.99980392,1,0.99987745,0.99991087,0.99995737,0.99656863,0.01704188,0,0
100,1,15,1,1,1,0.99980392,1,0.99987745,0.99991087,0.99995737,0.99682663,0.02355362,0,0
100,1,20,1,1,1,0.99980392,1,0.99987745,0.99991087,0.99995737,0.99682663,0.02889131,0,0
100,1,25,1,1,1,0.99980392,1,0.99987745,0.99991087,0.99995737,0.99682663,0.03343016,0,0
100,1,50,1,1,1,0.99980392,1,0.99987745,0.99991087,0.99995737,0.99682663,0.04860809,0,0
100,1,75,1,1,1,0.99980392,1,0.99987745,0.99991087,0.99995737,0.99682663,0.05619705,0,0
100,1,100,1,1,1,0.99980392,1,0.99987745,0.99991087,0.99995737,0.99682663,0.06080852,0,0
150,0.05,1,0.00784314,0.00833333,0.00784314,0.00784314,0.00770308,0.00784314,0.00775401,0.00758738,0.00758514,0.00596708,0.00076619,0
150,0.05,2,0.01568627,0.01666667,0.01568627,0.01568627,0.01540616,0.01568627,0.01550802,0.01517477,0.01517028,0.01193416,0.00153238,0
150,0.05,3,0.02352941,0.025,0.02352941,0.02352941,0.02310924,0.02352941,0.02326203,0.02276215,0.02275542,0.01790123,0.00229857,0
150,0.05,4,0.03137255,0.03333333,0.03137255,0.03137255,0.03081232,0.03137255,0.03101604,0.03034953,0.03034056,0.02386831,0.00306476,0
150,0.05,5,0.03921569,0.04166667,0.03921569,0.03921569,0.03851541,0.03921569,0.03877005,0.03793691,0.0379257,0.02983539,0.00383094,0
150,0.05,6,0.04705882,0.05,0.04705882,0.04705882,0.04621849,0.04705882,0.04652406,0.0455243,0.04551084,0.03580247,0.00459713,0
150,0.05,7,0.05490196,0.05833333,0.05490196,0.05490196,0.05392157,0.05490196,0.05427807,0.05311168,0.05309598,0.04176955,0.00536332,0
150,0.05,8,0.0627451,0.06666667,0.0627451,0.0627451,0.06162465,0.0627451,0.06203209,0.06069906,0.06068111,0.04773663,0.00612951,0
150,0.05,9,0.07058824,0.075,0.07058824,0.07058824,0.06932773,0.07058824,0.0697861,0.06828645,0.06826625,0.0537037,0.0068957,0
150,0.05,10,0.07843137,0.08333333,0.07843137,0.07843137,0.07703081,0.07843137,0.07754011,0.07587383,0.07585139,0.05967078,0.00766189,0
150,0.05,15,0.11764706,0.125,0.11764706,0.11764706,0.11554622,0.11764706,0.11631016,0.11381074,0.11377709,0.08950617,0.01149283,0
150,0.05,20,0.15686275,0.16421569,0.15686275,0.15686275,0.15406162,0.15686275,0.15508021,0.15174766,0.15170279,0.11934156,0.01532378,0
150,0.05,25,0.19607843,0.20343137,0.19607843,0.19607843,0.19257703,0.19607843,0.19385027,0.18968457,0.18962848,0.14917695,0.01915472,0
150,0.05,50,0.32156863,0.3377451,0.32156863,0.32156863,0.31708683,0.32156863,0.31871658,0.31338448,0.31331269,0.26153474,0.03830944,0
150,0.05,75,0.41960784,0.43921569,0.41960784,0.41960784,0.41512605,0.41960784,0.41675579,0.4114237,0.41135191,0.35957395,0.05746416,0
150,0.05,100,0.51764706,0.5372549,0.51764706,0.51764706,0.51316527,0.51764706,0.51479501,0.50946292,0.50939112,0.45761317,0.07661888,0
150,0.1,1,0.01666667,0.01715686,0.01627451,0.01588235,0.01610644,0.01580882,0.01657754,0.01606991,0.01535088,0.01227306,0.00150766,0
150,0.1,2,0.03333333,0.03431373,0.03254902,0.03176471,0.03221289,0.03161765,0.03315508,0.03213981,0.03070175,0.02454611,0.00301532,0
150,0.1,3,0.05,0.05147059,0.04882353,0.04764706,0.04831933,0.04742647,0.04973262,0.04820972,0.04605263,0.03681917,0.00452299,0
150,0.1,4,0.06666667,0.06862745,0.06509804,0.06352941,0.06442577,0.06323529,0.06631016,0.06427962,0.06140351,0.04909223,0.00603065,0
150,0.1,5,0.08333333,0.08529412,0.08137255,0.07941176,0.08053221,0.07904412,0.0828877,0.08034953,0.07675439,0.06136529,0.00753831,0
150,0.1,6,0.1,0.10196078,0.09764706,0.09529412,0.09663866,0.09485294,0.09946524,0.09641944,0.09210526,0.07363834,0.00904597,0
150,0.1,7,0.11568627,0.11813725,0.1127451,0.11058824,0.11176471,0.11029412,0.11488414,0.11146633,0.10722394,0.0859114,0.01055363,0
150,0.1,8,0.13137255,0.13431373,0.12784314,0.12588235,0.12689076,0.12573529,0.13030303,0.12651321,0.12234262,0.09818446,0.0120613,0
150,0.1,9,0.14411765,0.14754902,0.14078431,0.13823529,0.13963585,0.13786765,0.14322638,0.13930094,0.13433953,0.10967078,0.01356896,0
150,0.1,10,0.15686275,0.16078431,0.15372549,0.15058824,0.15238095,0.15,0.15614973,0.15208866,0.14633643,0.1211571,0.01507662,0
150,0.1,15,0.22058824,0.2254902,0.21843137,0.21235294,0.21610644,0.21066176,0.22076649,0.21602728,0.20632095,0.17858872,0.02261493,0
150,0.1,20,0.28235294,0.28823529,0.27784314,0.27098039,0.27507003,0.26936275,0.28172906,0.27472293,0.2630031,0.22173808,0.03002966,0
150,0.1,25,0.34117647,0.34852941,0.33372549,0.32784314,0.33109244,0.32696078,0.33921569,0.33034953,0.31898865,0.26488744,0.03744439,0
150,0.1,50,0.56176471,0.57009804,0.55235294,0.5445098,0.54887955,0.5432598,0.55935829,0.54795396,0.53299794,0.45988865,0.0620613,0
150,0.1,75,0.70196078,0.70931373,0.69,0.68352941,0.68683473,0.68308824,0.6983066,0.68554987,0.67167183,0.5865771,0.08138903,0
150,0.1,100,0.8,0.80735294,0.78803922,0.78156863,0.78487395,0.78112745,0.79634581,0.78358909,0.76971104,0.68461632,0.10054375,0
150,0.25,1,0.05588235,0.05686275,0.05313725,0.05294118,0.05364146,0.05257353,0.05409982,0.05204604,0.04901961,0.03513677,0.00293294,0
150,0.25,2,0.10784314,0.10980392,0.10294118,0.10235294,0.10406162,0.10147059,0.10463458,0.10093777,0.09491744,0.07017671,0.00586588,0
150,0.25,3,0.15784314,0.16078431,0.15078431,0.15039216,0.15266106,0.14963235,0.15347594,0.14791134,0.13978328,0.10193658,0.00879881,0
150,0.25,4,0.20588235,0.20882353,0.19627451,0.19568627,0.19845938,0.19448529,0.19964349,0.19254049,0.18168215,0.1332123,0.01173175,0
150,0.25,5,0.25098039,0.25441176,0.23921569,0.23823529,0.24131653,0.23688725,0.242959,0.23478261,0.22218782,0.16390704,0.01463997,0
150,0.25,6,0.29313725,0.29656863,0.27960784,0.27882353,0.28277311,0.27745098,0.2842246,0.27468031,0.26011352,0.19366981,0.0175482,0
150,0.25,7,0.33137255,0.33529412,0.31686275,0.31647059,0.32044818,0.31482843,0.32219251,0.31129582,0.29540764,0.22187122,0.02029165,0
150,0.25,8,0.36862745,0.37303922,0.35294118,0.35235294,0.35616246,0.35036765,0.35846702,0.34697357,0.32997936,0.24916485,0.0230351,0
150,0.25,9,0.40392157,0.40882353,0.3872549,0.38647059,0.39131653,0.38480392,0.39322638,0.38120205,0.36315789,0.27552651,0.02548196,0
150,0.25,10,0.4372549,0.44215686,0.41941176,0.41843137,0.42310924,0.41642157,0.42557932,0.41295823,0.39385965,0.29996369,0.02792882,0
150,0.25,15,0.57745098,0.58235294,0.55588235,0.55529412,0.5605042,0.55367647,0.56327986,0.5485081,0.52678019,0.41257565,0.04008898,0
150,0.25,20,0.68333333,0.68823529,0.66098039,0.66058824,0.66554622,0.65931373,0.66871658,0.65349531,0.63157895,0.50796417,0.05079914,0
150,0.25,25,0.76372549,0.76764706,0.74117647,0.74156863,0.74593838,0.74105392,0.74910873,0.73422847,0.71339009,0.58655289,0.06096556,0
150,0.25,50,0.93921569,0.94019608,0.9272549,0.92745098,0.92941176,0.92708333,0.93163993,0.92331628,0.91158411,0.82557492,0.1015159,0
150,0.25,75,0.96666667,0.96715686,0.9645098,0.96411765,0.96498599,0.96409314,0.96515152,0.96402387,0.96124871,0.92409828,0.12727797,0
150,0.25,100,0.96666667,0.96715686,0.9645098,0.96411765,0.96498599,0.96409314,0.96515152,0.96402387,0.96181631,0.94457758,0.14643269,0
150,0.5,1,0.16666667,0.16813725,0.15823529,0.15882353,0.15938375,0.15735294,0.16176471,0.15468883,0.14551084,0.09277415,0.00304828,0
150,0.5,2,0.30392157,0.30784314,0.29058824,0.29196078,0.29243697,0.28970588,0.29705882,0.28499574,0.26934985,0.17673687,0.00609656,0
150,0.5,3,0.41960784,0.42401961,0.40235294,0.40392157,0.4047619,0.40147059,0.41016043,0.39518329,0.3754386,0.25285645,0.00907893,0
150,0.5,4,0.51568627,0.52058824,0.49647059,0.49882353,0.49887955,0.49534314,0.50534759,0.48827792,0.46615067,0.32159283,0.01199539,0
150,0.5,5,0.59705882,0.60098039,0.57490196,0.57705882,0.57759104,0.57389706,0.58449198,0.56645354,0.54267286,0.3839022,0.01478827,0
150,0.5,6,0.66372549,0.66764706,0.64117647,0.64352941,0.64369748,0.64031863,0.65089127,0.63256607,0.60859133,0.44035343,0.01756467,0
150,0.5,7,0.71862745,0.72205882,0.69588235,0.69843137,0.69859944,0.69522059,0.7057041,0.68746803,0.66341589,0.49149116,0.02020926,0
150,0.5,8,0.76568627,0.76813725,0.7427451,0.74509804,0.74551821,0.74191176,0.75240642,0.7344416,0.71111971,0.53719438,0.02282913,0
150,0.5,9,0.80588235,0.80637255,0.7827451,0.78529412,0.78529412,0.78223039,0.79188948,0.77489344,0.75270898,0.57966594,0.02535838,0
150,0.5,10,0.83823529,0.83872549,0.81647059,0.81823529,0.81904762,0.81605392,0.82495544,0.80903666,0.7878483,0.61825224,0.027797,0
150,0.5,15,0.93431373,0.93529412,0.92,0.92156863,0.92212885,0.92132353,0.92629234,0.9157289,0.90237358,0.76134108,0.03945461,0
150,0.5,20,0.97254902,0.97303922,0.96411765,0.9645098,0.96540616,0.96495098,0.96764706,0.9615942,0.95340557,0.84983055,0.04970341,0
150,0.5,25,0.98921569,0.98872549,0.98392157,0.98470588,0.98473389,0.98480392,0.98636364,0.9826087,0.97734778,0.90429678,0.05901302,0
150,0.5,50,0.99117647,0.99068627,0.98960784,0.98960784,0.98963585,0.98909314,0.9899287,0.98930094,0.98815789,0.97931494,0.09296424,0
150,0.5,75,0.99117647,0.99068627,0.98960784,0.98960784,0.98963585,0.98909314,0.9899287,0.98930094,0.98815789,0.98007746,0.11291811,0
150,0.5,100,0.99117647,0.99068627,0.98960784,0.98960784,0.98963585,0.98909314,0.9899287,0.98930094,0.98815789,0.98007746,0.12701434,0
150,0.65,1,0.26764706,0.26911765,0.25509804,0.25627451,0.25756303,0.25416667,0.26060606,0.24961637,0.23537152,0.1463084,0.00243038,0
150,0.65,2,0.4627451,0.46568627,0.44392157,0.44588235,0.44761905,0.44289216,0.45240642,0.43606138,0.41452528,0.27040668,0.00485253,0
150,0.65,3,0.60588235,0.60882353,0.58470588,0.58745098,0.58865546,0.58382353,0.59438503,0.5758312,0.55136739,0.37643428,0.00720053,0
150,0.65,4,0.71176471,0.71421569,0.68980392,0.69294118,0.69369748,0.68958333,0.69973262,0.68115942,0.65647575,0.46659405,0.00949909,0
150,0.65,5,0.78823529,0.78970588,0.76705882,0.77,0.77128852,0.76740196,0.77664884,0.75946292,0.73617131,0.54299201,0.01172351,0
150,0.65,6,0.84509804,0.84509804,0.82529412,0.82764706,0.8289916,0.82573529,0.83360071,0.8185422,0.79752322,0.60831518,0.01391498,0
150,0.65,7,0.88627451,0.88627451,0.86901961,0.87137255,0.87240896,0.86997549,0.87655971,0.86342711,0.84463364,0.66305979,0.01601582,0
150,0.65,8,0.91568627,0.91666667,0.90196078,0.90392157,0.90434174,0.90269608,0.90828877,0.89705882,0.88085655,0.71054224,0.01809194,0
150,0.65,9,0.9372549,0.93823529,0.92509804,0.9272549,0.9280112,0.92683824,0.93128342,0.92182438,0.90766254,0.75173082,0.02003625,0
150,0.65,10,0.95392157,0.95441176,0.94352941,0.94509804,0.94565826,0.94460784,0.9483066,0.94053708,0.92874097,0.78672234,0.02191465,0
