S,P,N,a_r0,a_r1,a_r2,a_r3,a_r4,a_r5,a_r6,a_r12,a_r25,a_r50,a_r75,a_r100
10,0.65,10,0.98039216,0.96715686,0.88196078,0.6372549,0.22478992,0.00931373,0,0,0,0,0,0
10,0.65,15,0.99607843,0.99264706,0.95176471,0.74137255,0.28081232,0.01360294,0,0,0,0,0,0
10,0.65,20,0.99607843,0.99558824,0.97705882,0.79980392,0.31820728,0.01703431,0,0,0,0,0,0
10,0.65,25,0.99607843,0.99558824,0.98607843,0.83372549,0.34439776,0.02009804,0,0,0,0,0,0
10,0.65,50,0.99607843,0.99558824,0.99196078,0.88176471,0.3977591,0.03357843,0,0,0,0,0,0
10,0.65,75,0.99607843,0.99558824,0.99196078,0.88509804,0.41036415,0.04178922,0,0,0,0,0,0
10,0.65,100,0.99607843,0.99558824,0.99196078,0.88509804,0.41512605,0.04791667,0,0,0,0,0,0
10,0.77,1,0.42352941,0.38823529,0.28352941,0.16235294,0.0487395,0.00196078,0,0,0,0,0,0
10,0.77,2,0.66666667,0.6245098,0.48156863,0.29098039,0.09103641,0.00392157,0,0,0,0,0,0
10,0.77,3,0.80686275,0.76715686,0.62156863,0.39431373,0.12815126,0.0057598,0,0,0,0,0,0
10,0.77,4,0.88921569,0.85441176,0.72137255,0.47764706,0.16064426,0.00747549,0,0,0,0,0,0
10,0.77,5,0.93627451,0.90931373,0.7927451,0.54470588,0.18935574,0.00919118,0,0,0,0,0,0
10,0.77,6,0.9627451,0.94215686,0.84372549,0.59980392,0.21442577,0.01090686,0,0,0,0,0,0
10,0.77,7,0.97843137,0.96372549,0.88176471,0.6445098,0.23669468,0.0125,0,0,0,0,0,0
10,0.77,8,0.9872549,0.97696078,0.90960784,0.68156863,0.25672269,0.01409314,0,0,0,0,0,0
10,0.77,9,0.99215686,0.98529412,0.93039216,0.71294118,0.27436975,0.01568627,0,0,0,0,0,0
10,0.77,10,0.99509804,0.99068627,0.9454902,0.73882353,0.29033613,0.01703431,0,0,0,0,0,0
10,0.77,15,0.99607843,0.99607843,0.98235294,0.82019608,0.34845938,0.02365196,0,0,0,0,0,0
10,0.77,20,0.99607843,0.99607843,0.99137255,0.85666667,0.38319328,0.02928922,0,0,0,0,0,0
10,0.77,25,0.99607843,0.99607843,0.99392157,0.87411765,0.40532213,0.03419118,0,0,0,0,0,0
10,0.77,50,0.99607843,0.99607843,0.99470588,0.89,0.44901961,0.0495098,0,0,0,0,0,0
10,0.77,75,0.99607843,0.99607843,0.99470588,0.89,0.46162465,0.05637255,0,0,0,0,0,0
10,0.77,100,0.99607843,0.99607843,0.99470588,0.89,0.46862745,0.05857843,0,0,0,0,0,0
10,0.85,1,0.48627451,0.4495098,0.33666667,0.1972549,0.06218487,0.00294118,0,0,0,0,0,0
10,0.85,2,0.73627451,0.69509804,0.5545098,0.34607843,0.11428571,0.0057598,0,0,0,0,0,0
10,0.85,3,0.86372549,0.82941176,0.69686275,0.45960784,0.15882353,0.00845588,0,0,0,0,0,0
10,0.85,4,0.93039216,0.90441176,0.79098039,0.54705882,0.19663866,0.01102941,0,0,0,0,0,0
10,0.85,5,0.96372549,0.94558824,0.85411765,0.61509804,0.2289916,0.01348039,0,0,0,0,0,0
10,0.85,6,0.98039216,0.96813725,0.89647059,0.66823529,0.25714286,0.01580882,0,0,0,0,0,0
10,0.85,7,0.98921569,0.98137255,0.92588235,0.71039216,0.28109244,0.01789216,0,0,0,0,0,0
10,0.85,8,0.99411765,0.98921569,0.94627451,0.74372549,0.3022409,0.01997549,0,0,0,0,0,0
10,0.85,9,0.99705882,0.99411765,0.96098039,0.77098039,0.32086835,0.02205882,0,0,0,0,0,0
10,0.85,10,0.99705882,0.99607843,0.97156863,0.79294118,0.33697479,0.02389706,0,0,0,0,0,0
10,0.85,15,0.99705882,0.99656863,0.99117647,0.85666667,0.39313725,0.03210784,0,0,0,0,0,0
10,0.85,20,0.99705882,0.99656863,0.99470588,0.88117647,0.42492997,0.03860294,0,0,0,0,0,0
10,0.85,25,0.99705882,0.99656863,0.9954902,0.89294118,0.44495798,0.04375,0,0,0,0,0,0
10,0.85,50,0.99705882,0.99656863,0.9954902,0.90294118,0.48207283,0.0564951,0,0,0,0,0,0
10,0.85,75,0.99705882,0.99656863,0.9954902,0.90784314,0.49467787,0.06004902,0,0,0,0,0,0
10,0.85,100,0.99705882,0.99656863,0.9954902,0.9127451,0.50266106,0.06004902,0,0,0,0,0,0
10,1,1,0.60294118,0.56519608,0.44392157,0.27745098,0.09481793,0.00539216,0,0,0,0,0,0
10,1,2,0.84215686,0.80931373,0.68411765,0.46372549,0.16918768,0.01029412,0,0,0,0,0,0
10,1,3,0.93823529,0.91519608,0.81607843,0.59156863,0.22843137,0.01482843,0,0,0,0,0,0
10,1,4,0.9754902,0.96176471,0.89039216,0.68078431,0.27563025,0.01887255,0,0,0,0,0,0
10,1,5,0.99117647,0.98333333,0.93372549,0.74470588,0.31386555,0.02267157,0,0,0,0,0,0
10,1,6,0.99607843,0.99215686,0.95862745,0.79,0.34509804,0.02610294,0,0,0,0,0,0
10,1,7,0.99901961,0.99754902,0.97470588,0.82411765,0.37072829,0.02928922,0,0,0,0,0,0
10,1,8,1,1,0.98411765,0.84960784,0.39173669,0.03210784,0,0,0,0,0,0
10,1,9,1,1,0.98960784,0.86941176,0.4092437,0.03480392,0,0,0,0,0,0
10,1,10,1,1,0.99333333,0.88431373,0.42408964,0.0372549,0,0,0,0,0,0
10,1,15,1,1,0.99705882,0.92411765,0.47142857,0.04632353,0,0,0,0,0,0
10,1,20,1,1,0.99745098,0.94078431,0.49411765,0.05220588,0,0,0,0,0,0
10,1,25,1,1,0.99745098,0.95019608,0.50658263,0.05588235,0,0,0,0,0,0
10,1,50,1,1,0.99745098,0.97470588,0.5254902,0.06115196,0,0,0,0,0,0
10,1,75,1,1,0.99745098,0.98568627,0.52871148,0.06115196,0,0,0,0,0,0
10,1,100,1,1,0.99745098,0.98921569,0.52871148,0.06115196,0,0,0,0,0,0
12,0.05,1,0.00980392,0.00882353,0.0072549,0.0054902,0.00392157,0.00183824,0.00026738,0,0,0,0,0
12,0.05,2,0.01960784,0.01764706,0.0145098,0.01098039,0.00784314,0.00367647,0.00053476,0,0,0,0,0
12,0.05,3,0.02941176,0.02647059,0.02176471,0.01647059,0.01176471,0.00551471,0.00080214,0,0,0,0,0
12,0.05,4,0.03921569,0.03529412,0.02901961,0.02196078,0.01568627,0.00735294,0.00106952,0,0,0,0,0
12,0.05,5,0.04901961,0.04411765,0.03627451,0.02745098,0.01960784,0.00919118,0.0013369,0,0,0,0,0
12,0.05,6,0.05882353,0.05294118,0.04352941,0.03294118,0.02352941,0.01102941,0.00160428,0,0,0,0,0
12,0.05,7,0.06862745,0.06176471,0.05078431,0.03843137,0.02745098,0.01286765,0.00187166,0,0,0,0,0
12,0.05,8,0.07843137,0.07058824,0.05803922,0.04392157,0.03137255,0.01470588,0.00213904,0,0,0,0,0
12,0.05,9,0.08823529,0.07941176,0.06529412,0.04941176,0.03529412,0.01654412,0.00240642,0,0,0,0,0
12,0.05,10,0.09803922,0.08823529,0.07254902,0.05490196,0.03921569,0.01838235,0.0026738,0,0,0,0,0
12,0.05,15,0.14705882,0.13235294,0.10882353,0.08235294,0.05882353,0.02757353,0.0040107,0,0,0,0,0
12,0.05,20,0.18627451,0.17156863,0.14411765,0.10980392,0.07843137,0.03676471,0.00534759,0,0,0,0,0
12,0.05,25,0.2254902,0.21078431,0.17941176,0.1372549,0.09803922,0.04595588,0.00668449,0,0,0,0,0
12,0.05,50,0.38627451,0.35392157,0.30294118,0.24627451,0.19103641,0.09191176,0.01336898,0,0,0,0,0
12,0.05,75,0.49803922,0.45882353,0.40235294,0.34431373,0.28207283,0.13786765,0.02005348,0,0,0,0,0
12,0.05,100,0.59607843,0.55686275,0.50039216,0.44235294,0.37310924,0.18382353,0.02673797,0,0,0,0,0
12,0.1,1,0.02156863,0.02058824,0.01509804,0.01215686,0.00756303,0.00355392,0.00053476,0,0,0,0,0
12,0.1,2,0.04313725,0.04117647,0.03019608,0.02431373,0.01512605,0.00710784,0.00106952,0,0,0,0,0
12,0.1,3,0.06470588,0.06176471,0.04529412,0.03647059,0.02268908,0.01066176,0.00160428,0,0,0,0,0
12,0.1,4,0.08627451,0.08186275,0.06039216,0.04862745,0.0302521,0.01421569,0.00213904,0,0,0,0,0
12,0.1,5,0.10588235,0.10147059,0.07529412,0.06078431,0.03781513,0.01776961,0.0026738,0,0,0,0,0
12,0.1,6,0.1254902,0.12107843,0.09019608,0.07294118,0.04537815,0.02132353,0.00320856,0,0,0,0,0
12,0.1,7,0.14313725,0.13823529,0.1045098,0.08509804,0.05294118,0.02487745,0.00374332,0,0,0,0,0
12,0.1,8,0.16078431,0.15539216,0.11882353,0.0972549,0.0605042,0.02843137,0.00427807,0,0,0,0,0
12,0.1,9,0.17843137,0.17205882,0.13117647,0.10784314,0.06792717,0.03198529,0.00481283,0,0,0,0,0
12,0.1,10,0.19607843,0.18823529,0.14352941,0.11843137,0.07535014,0.03553922,0.00534759,0,0,0,0,0
12,0.1,15,0.27843137,0.26764706,0.20470588,0.17137255,0.11246499,0.05330882,0.00802139,0,0,0,0,0
12,0.1,20,0.35294118,0.33921569,0.26039216,0.21745098,0.14397759,0.07107843,0.01069519,0,0,0,0,0
12,0.1,25,0.41764706,0.40196078,0.31392157,0.26352941,0.1754902,0.08884804,0.01336898,0,0,0,0,0
12,0.1,50,0.65686275,0.63676471,0.52098039,0.44843137,0.31008403,0.16004902,0.02352941,0,0,0,0,0
12,0.1,75,0.79019608,0.77156863,0.65352941,0.57333333,0.4140056,0.22438725,0.03244207,0,0,0,0,0
12,0.1,100,0.88823529,0.86519608,0.75156863,0.67137255,0.50854342,0.28872549,0.04135472,0,0,0,0,0
12,0.25,1,0.07254902,0.06617647,0.04960784,0.03588235,0.02156863,0.00747549,0.00089127,0,0,0,0,0
12,0.25,2,0.13921569,0.12794118,0.09647059,0.07058824,0.04313725,0.01495098,0.00178253,0,0,0,0,0
12,0.25,3,0.20196078,0.18627451,0.14137255,0.10352941,0.06344538,0.02242647,0.0026738,0,0,0,0,0
12,0.25,4,0.25980392,0.23921569,0.18352941,0.13490196,0.08361345,0.02990196,0.00356506,0,0,0,0,0
12,0.25,5,0.31176471,0.28823529,0.22372549,0.16588235,0.10322129,0.0372549,0.00445633,0,0,0,0,0
12,0.25,6,0.36078431,0.33529412,0.26156863,0.19509804,0.12268908,0.04460784,0.00534759,0,0,0,0,0
12,0.25,7,0.40686275,0.37941176,0.29705882,0.22352941,0.14131653,0.05159314,0.00623886,0,0,0,0,0
12,0.25,8,0.44901961,0.41960784,0.33156863,0.25117647,0.15938375,0.05857843,0.00713012,0,0,0,0,0
12,0.25,9,0.49019608,0.45833333,0.36431373,0.2772549,0.17647059,0.06482843,0.00784314,0,0,0,0,0
12,0.25,10,0.52745098,0.49313725,0.39470588,0.30215686,0.19285714,0.07107843,0.00855615,0,0,0,0,0
12,0.25,15,0.67352941,0.63578431,0.52529412,0.41313725,0.27044818,0.10196078,0.01212121,0,0,0,0,0
12,0.25,20,0.7754902,0.74019608,0.62764706,0.5054902,0.33823529,0.13063725,0.01568627,0,0,0,0,0
12,0.25,25,0.84509804,0.81323529,0.70705882,0.58196078,0.39845938,0.15796569,0.01925134,0,0,0,0,0
12,0.25,50,0.97156863,0.96029412,0.90294118,0.80686275,0.61008403,0.26433824,0.03351159,0,0,0,0,0
12,0.25,75,0.9745098,0.97156863,0.95313725,0.89803922,0.72521008,0.3370098,0.04438503,0,0,0,0,0
12,0.25,100,0.9745098,0.97156863,0.95980392,0.92647059,0.79285714,0.39522059,0.05329768,0,0,0,0,0
12,0.5,1,0.20196078,0.19019608,0.1472549,0.10529412,0.06008403,0.01862745,0.00142602,0,0,0,0,0
12,0.5,2,0.3627451,0.34313725,0.27196078,0.19843137,0.11568627,0.03664216,0.00285205,0,0,0,0,0
12,0.5,3,0.49117647,0.46715686,0.3772549,0.28156863,0.16680672,0.05379902,0.00418895,0,0,0,0,0
12,0.5,4,0.59313725,0.56715686,0.46745098,0.35470588,0.2140056,0.07034314,0.00543672,0,0,0,0,0
12,0.5,5,0.6754902,0.64852941,0.54294118,0.41941176,0.25756303,0.08627451,0.00668449,0,0,0,0,0
12,0.5,6,0.74117647,0.71470588,0.60784314,0.47764706,0.29803922,0.10147059,0.00793226,0,0,0,0,0
12,0.5,7,0.79313725,0.76764706,0.66196078,0.52843137,0.33515406,0.11568627,0.00918004,0,0,0,0,0
12,0.5,8,0.83431373,0.81029412,0.70862745,0.57392157,0.36988796,0.12941176,0.01033868,0,0,0,0,0
12,0.5,9,0.86666667,0.84509804,0.74901961,0.61568627,0.40238095,0.14252451,0.01149733,0,0,0,0,0
12,0.5,10,0.89411765,0.8745098,0.78352941,0.65215686,0.43207283,0.15490196,0.01256684,0,0,0,0,0
12,0.5,15,0.96470588,0.95392157,0.89529412,0.78431373,0.55238095,0.21041667,0.01764706,0,0,0,0,0
12,0.5,20,0.9872549,0.98186275,0.94647059,0.86098039,0.63907563,0.25588235,0.02210339,0,0,0,0,0
12,0.5,25,0.99215686,0.99166667,0.97176471,0.90705882,0.70084034,0.29313725,0.02611408,0,0,0,0,0
12,0.5,50,0.99215686,0.99166667,0.98843137,0.97313725,0.84467787,0.40539216,0.03948307,0,0,0,0,0
12,0.5,75,0.99215686,0.99166667,0.98843137,0.98078431,0.88473389,0.45490196,0.0469697,0,0,0,0,0
12,0.5,100,0.99215686,0.99166667,0.98843137,0.98078431,0.89285714,0.48051471,0.05142602,0,0,0,0,0
12,0.65,1,0.30686275,0.29117647,0.23294118,0.17,0.09971989,0.0314951,0.00222816,0,0,0,0,0
12,0.65,2,0.51960784,0.49656863,0.40960784,0.30843137,0.18655462,0.06078431,0.0043672,0,0,0,0,0
12,0.65,3,0.66764706,0.64264706,0.5445098,0.42215686,0.26260504,0.08811275,0.00641711,0,0,0,0,0
12,0.65,4,0.76960784,0.74607843,0.64745098,0.51588235,0.32983193,0.11311275,0.0083779,0,0,0,0,0
12,0.65,5,0.84019608,0.81911765,0.72588235,0.59254902,0.38823529,0.13664216,0.01033868,0,0,0,0,0
12,0.65,6,0.88921569,0.87058824,0.78627451,0.65647059,0.44033613,0.15882353,0.01212121,0,0,0,0,0
12,0.65,7,0.92254902,0.90735294,0.83294118,0.70862745,0.48571429,0.17953431,0.01381462,0,0,0,0,0
12,0.65,8,0.94607843,0.93382353,0.86941176,0.75196078,0.52633053,0.19828431,0.01550802,0,0,0,0,0
12,0.65,9,0.96176471,0.95245098,0.8972549,0.78862745,0.56330532,0.21629902,0.0171123,0,0,0,0,0
12,0.65,10,0.97352941,0.96617647,0.91882353,0.81960784,0.59607843,0.23272059,0.01862745,0,0,0,0,0
12,0.65,15,0.99509804,0.99313725,0.97470588,0.91392157,0.71456583,0.30036765,0.02540107,0,0,0,0,0
12,0.65,20,0.99607843,0.99607843,0.98941176,0.95509804,0.78613445,0.35036765,0.03092692,0,0,0,0,0
12,0.65,25,0.99607843,0.99607843,0.99235294,0.97352941,0.83067227,0.3877451,0.03547237,0,0,0,0,0
12,0.65,50,0.99607843,0.99607843,0.99313725,0.98882353,0.90714286,0.47928922,0.04786096,0,0,0,0,0
12,0.65,75,0.99607843,0.99607843,0.99313725,0.98882353,0.91960784,0.50870098,0.05311943,0,0,0,0,0
12,0.65,100,0.99607843,0.99607843,0.99313725,0.98882353,0.92338936,0.52230392,0.05534759,0,0,0,0,0
12,0.77,1,0.40392157,0.38627451,0.31745098,0.2372549,0.14397759,0.04767157,0.00329768,0,0,0,0,0
12,0.77,2,0.64411765,0.62254902,0.53196078,0.4145098,0.2627451,0.09019608,0.00632799,0,0,0,0,0
12,0.77,3,0.7872549,0.76666667,0.67627451,0.54784314,0.36064426,0.12879902,0.00926916,0,0,0,0,0
12,0.77,4,0.87352941,0.85490196,0.77470588,0.64882353,0.44243697,0.16311275,0.01203209,0,0,0,0,0
12,0.77,5,0.9245098,0.91029412,0.84235294,0.7254902,0.51078431,0.19362745,0.01461676,0,0,0,0,0
12,0.77,6,0.95490196,0.94362745,0.88882353,0.78411765,0.56792717,0.22156863,0.01702317,0,0,0,0,0
12,0.77,7,0.97156863,0.96519608,0.92176471,0.82941176,0.61568627,0.24669118,0.01925134,0,0,0,0,0
12,0.77,8,0.98333333,0.97794118,0.94431373,0.8645098,0.65658263,0.26948529,0.02139037,0,0,0,0,0
12,0.77,9,0.99019608,0.98627451,0.96019608,0.89117647,0.69159664,0.29044118,0.02344029,0,0,0,0,0
12,0.77,10,0.99411765,0.99117647,0.97156863,0.9127451,0.72170868,0.30931373,0.02531194,0,0,0,0,0
12,0.77,15,0.99607843,0.99607843,0.99352941,0.96843137,0.82184874,0.3807598,0.03315508,0,0,0,0,0
12,0.77,20,0.99607843,0.99607843,0.99568627,0.98509804,0.87240896,0.42708333,0.03912656,0,0,0,0,0
12,0.77,25,0.99607843,0.99607843,0.99568627,0.99019608,0.89957983,0.45894608,0.04385027,0,0,0,0,0
12,0.77,50,0.99607843,0.99607843,0.99568627,0.9927451,0.93753501,0.52144608,0.05543672,0,0,0,0,0
12,0.77,75,0.99607843,0.99607843,0.99568627,0.9927451,0.94341737,0.53823529,0.05962567,0,0,0,0,0
12,0.77,100,0.99607843,0.99607843,0.99568627,0.9927451,0.94691877,0.54522059,0.06185383,0,0,0,0,0
12,0.85,1,0.47254902,0.45441176,0.38039216,0.29098039,0.18067227,0.06188725,0.00418895,0,0,0,0,0
12,0.85,2,0.72254902,0.70196078,0.6127451,0.49313725,0.3219888,0.11568627,0.00811052,0,0,0,0,0
12,0.85,3,0.85196078,0.83578431,0.75627451,0.63470588,0.43319328,0.16237745,0.01167558,0,0,0,0,0
12,0.85,4,0.92156863,0.90980392,0.84529412,0.73431373,0.52170868,0.20343137,0.01497326,0,0,0,0,0
12,0.85,5,0.95784314,0.9504902,0.90137255,0.80470588,0.59243697,0.23909314,0.01800357,0,0,0,0,0
12,0.85,6,0.97843137,0.97205882,0.93607843,0.85470588,0.64957983,0.27058824,0.02085561,0,0,0,0,0
12,0.85,7,0.98823529,0.98431373,0.95843137,0.89176471,0.69593838,0.29767157,0.02344029,0,0,0,0,0
12,0.85,8,0.99313725,0.99117647,0.97254902,0.91862745,0.73431373,0.32193627,0.0258467,0,0,0,0,0
12,0.85,9,0.99607843,0.99509804,0.98156863,0.93803922,0.76596639,0.3435049,0.02816399,0,0,0,0,0
12,0.85,10,0.99705882,0.99656863,0.9872549,0.95235294,0.79201681,0.3625,0.03030303,0,0,0,0,0
12,0.85,15,0.99705882,0.99656863,0.9954902,0.98529412,0.87268908,0.43112745,0.03877005,0,0,0,0,0
12,0.85,20,0.99705882,0.99656863,0.99607843,0.9927451,0.90952381,0.47169118,0.04491979,0,0,0,0,0
12,0.85,25,0.99705882,0.99656863,0.99607843,0.99470588,0.9280112,0.49693627,0.04937611,0,0,0,0,0
12,0.85,50,0.99705882,0.99656863,0.99607843,0.99470588,0.94957983,0.54080882,0.05980392,0,0,0,0,0
12,0.85,75,0.99705882,0.99656863,0.99607843,0.99470588,0.95308123,0.55012255,0.06301248,0,0,0,0,0
12,0.85,100,0.99705882,0.99656863,0.99607843,0.99470588,0.95336134,0.55036765,0.06524064,0,0,0,0,0
12,1,1,0.60294118,0.58529412,0.50705882,0.40431373,0.26540616,0.09791667,0.00802139,0,0,0,0,0
12,1,2,0.84215686,0.82696078,0.75352941,0.63960784,0.44929972,0.17634804,0.01524064,0,0,0,0,0
12,1,3,0.9372549,0.92745098,0.87490196,0.77803922,0.57955182,0.23946078,0.02165775,0,0,0,0,0
12,1,4,0.9745098,0.96862745,0.9354902,0.86117647,0.67282913,0.29068627,0.02754011,0,0,0,0,0
12,1,5,0.99019608,0.9872549,0.96647059,0.91156863,0.74033613,0.33223039,0.03279857,0,0,0,0,0
12,1,6,0.99509804,0.99411765,0.98196078,0.94235294,0.79033613,0.36654412,0.03761141,0,0,0,0,0
12,1,7,0.99901961,0.99754902,0.99039216,0.96215686,0.8280112,0.39473039,0.04188948,0,0,0,0,0
12,1,8,1,1,0.99470588,0.97490196,0.85672269,0.41801471,0.04581105,0,0,0,0,0
12,1,9,1,1,0.99686275,0.98313725,0.87885154,0.4377451,0.04928699,0,0,0,0,0
12,1,10,1,1,0.99764706,0.98823529,0.89635854,0.45428922,0.05258467,0,0,0,0,0
12,1,15,1,1,0.99803922,0.9954902,0.94243697,0.50588235,0.06532977,0,0,0,0,0
12,1,20,1,1,0.99803922,0.99627451,0.95994398,0.53051471,0.07424242,0,0,0,0,0
12,1,25,1,1,0.99803922,0.99627451,0.96764706,0.54338235,0.08074866,0,0,0,0,0
12,1,50,1,1,0.99803922,0.99627451,0.9802521,0.56164216,0.09670232,0,0,0,0,0
12,1,75,1,1,0.99803922,0.99627451,0.98515406,0.56507353,0.10285205,0,0,0,0,0
12,1,100,1,1,0.99803922,0.99627451,0.98865546,0.56813725,0.10588235,0,0,0,0,0
24,0.05,1,0.00784314,0.00833333,0.00764706,0.00705882,0.0070028,0.0064951,0.00579323,0.00046888,0,0,0,0
24,0.05,2,0.01568627,0.01666667,0.01529412,0.01411765,0.0140056,0.0129902,0.01158645,0.00093777,0,0,0,0
24,0.05,3,0.02352941,0.025,0.02294118,0.02117647,0.0210084,0.01948529,0.01737968,0.00140665,0,0,0,0
24,0.05,4,0.03137255,0.03333333,0.03058824,0.02823529,0.0280112,0.02598039,0.02317291,0.00187553,0,0,0,0
24,0.05,5,0.03921569,0.04166667,0.03823529,0.03529412,0.03501401,0.03247549,0.02896613,0.00234442,0,0,0,0
24,0.05,6,0.04705882,0.05,0.04588235,0.04235294,0.04201681,0.03897059,0.03475936,0.0028133,0,0,0,0
24,0.05,7,0.05490196,0.05833333,0.05352941,0.04941176,0.04901961,0.04546569,0.04055258,0.00328218,0,0,0,0
24,0.05,8,0.0627451,0.06666667,0.06117647,0.05647059,0.05602241,0.05196078,0.04634581,0.00375107,0,0,0,0
24,0.05,9,0.07058824,0.075,0.06882353,0.06352941,0.06302521,0.05845588,0.05213904,0.00421995,0,0,0,0
24,0.05,10,0.07843137,0.08333333,0.07647059,0.07058824,0.07002801,0.06495098,0.05793226,0.00468883,0,0,0,0
24,0.05,15,0.11764706,0.125,0.11470588,0.10588235,0.10504202,0.09742647,0.0868984,0.00703325,0,0,0,0
24,0.05,20,0.15686275,0.16421569,0.15294118,0.14117647,0.14005602,0.12990196,0.11586453,0.00937766,0,0,0,0
24,0.05,25,0.19607843,0.20343137,0.19117647,0.17647059,0.17507003,0.16237745,0.14483066,0.01172208,0,0,0,0
24,0.05,50,0.32156863,0.3377451,0.31529412,0.29647059,0.29467787,0.27843137,0.25597148,0.02344416,0,0,0,0
24,0.05,75,0.41960784,0.43921569,0.41333333,0.3945098,0.39271709,0.37647059,0.3540107,0.03516624,0,0,0,0
24,0.05,100,0.51764706,0.5372549,0.51137255,0.49254902,0.4907563,0.4745098,0.45204991,0.04688832,0,0,0,0
24,0.1,1,0.01764706,0.01715686,0.01470588,0.01490196,0.01414566,0.01335784,0.01247772,0.00076726,0,0,0,0
24,0.1,2,0.03529412,0.03431373,0.02941176,0.02980392,0.02829132,0.02671569,0.02495544,0.00153453,0,0,0,0
24,0.1,3,0.05294118,0.05147059,0.04411765,0.04470588,0.04243697,0.04007353,0.03743316,0.00230179,0,0,0,0
24,0.1,4,0.07058824,0.06862745,0.05882353,0.05960784,0.05658263,0.05343137,0.04991087,0.00306905,0,0,0,0
24,0.1,5,0.08823529,0.08529412,0.07352941,0.0745098,0.07072829,0.06678922,0.06238859,0.00383632,0,0,0,0
24,0.1,6,0.10588235,0.10196078,0.08823529,0.08941176,0.08487395,0.08014706,0.07486631,0.00460358,0,0,0,0
24,0.1,7,0.12156863,0.11813725,0.1027451,0.10431373,0.09901961,0.0935049,0.08734403,0.00537084,0,0,0,0
24,0.1,8,0.1372549,0.13431373,0.1172549,0.11921569,0.11316527,0.10686275,0.09982175,0.00613811,0,0,0,0
24,0.1,9,0.15098039,0.14754902,0.12921569,0.13098039,0.12492997,0.1185049,0.1114082,0.00690537,0,0,0,0
24,0.1,10,0.16470588,0.16078431,0.14117647,0.1427451,0.13669468,0.13014706,0.12299465,0.00767263,0,0,0,0
24,0.1,15,0.23333333,0.2254902,0.20098039,0.20156863,0.19551821,0.18835784,0.18092692,0.01150895,0,0,0,0
24,0.1,20,0.29803922,0.28823529,0.2545098,0.25647059,0.24663866,0.23615196,0.22459893,0.01534527,0,0,0,0
24,0.1,25,0.35686275,0.34852941,0.30745098,0.31137255,0.2977591,0.28394608,0.26827094,0.01918159,0,0,0,0
24,0.1,50,0.58235294,0.57009804,0.51823529,0.52313725,0.5057423,0.48639706,0.46559715,0.03375959,0,0,0,0
24,0.1,75,0.72156863,0.70931373,0.6545098,0.66117647,0.6407563,0.61789216,0.59340463,0.04654731,0,0,0,0
24,0.1,100,0.81960784,0.80735294,0.75254902,0.75921569,0.73879552,0.71593137,0.69144385,0.05933504,0,0,0,0
24,0.25,1,0.05784314,0.05588235,0.05,0.04882353,0.04579832,0.04191176,0.03903743,0.00136402,0,0,0,0
24,0.25,2,0.11176471,0.10784314,0.0972549,0.09470588,0.0894958,0.08259804,0.07736185,0.00272805,0,0,0,0
24,0.25,3,0.1627451,0.15784314,0.14313725,0.13960784,0.13109244,0.12071078,0.11265597,0.00409207,0,0,0,0
24,0.25,4,0.21176471,0.20490196,0.18627451,0.18156863,0.17086835,0.15747549,0.14714795,0.0054561,0,0,0,0
24,0.25,5,0.25784314,0.2495098,0.22686275,0.22215686,0.20910364,0.19301471,0.18065954,0.00682012,0,0,0,0
24,0.25,6,0.30098039,0.29068627,0.26627451,0.26039216,0.24537815,0.22671569,0.2127451,0.00818414,0,0,0,0
24,0.25,7,0.34019608,0.32941176,0.30215686,0.29568627,0.27871148,0.25833333,0.24304813,0.00954817,0,0,0,0
24,0.25,8,0.37843137,0.36715686,0.33627451,0.32980392,0.31176471,0.28995098,0.27272727,0.01091219,0,0,0,0
24,0.25,9,0.41470588,0.40196078,0.37,0.36294118,0.34355742,0.31985294,0.30098039,0.01214834,0,0,0,0
24,0.25,10,0.44901961,0.43529412,0.40019608,0.39313725,0.37268908,0.34754902,0.32736185,0.01338448,0,0,0,0
24,0.25,15,0.58921569,0.57352941,0.5345098,0.52666667,0.50112045,0.47083333,0.44616756,0.01956522,0,0,0,0
24,0.25,20,0.69509804,0.67941176,0.63882353,0.63078431,0.60434174,0.57205882,0.54509804,0.02468031,0,0,0,0
24,0.25,25,0.77352941,0.75882353,0.72039216,0.71235294,0.68557423,0.65294118,0.62486631,0.0297954,0,0,0,0
24,0.25,50,0.94509804,0.93627451,0.91490196,0.91,0.89565826,0.87598039,0.85508021,0.05127877,0,0,0,0
24,0.25,75,0.96862745,0.96617647,0.96137255,0.96078431,0.95686275,0.95110294,0.9402852,0.0658994,0,0,0,0
24,0.25,100,0.96862745,0.96617647,0.96176471,0.96117647,0.95826331,0.95453431,0.95053476,0.07762148,0,0,0,0
24,0.5,1,0.16862745,0.16470588,0.15078431,0.14647059,0.13977591,0.1254902,0.11470588,0.00187553,0,0,0,0
24,0.5,2,0.30784314,0.30147059,0.27843137,0.27078431,0.25938375,0.23468137,0.2157754,0.00375107,0,0,0,0
24,0.5,3,0.4254902,0.41666667,0.38666667,0.3772549,0.36246499,0.33039216,0.30516934,0.00558397,0,0,0,0
24,0.5,4,0.52156863,0.5122549,0.47921569,0.46803922,0.45098039,0.41397059,0.3842246,0.00737425,0,0,0,0
24,0.5,5,0.60294118,0.59166667,0.55627451,0.54431373,0.52647059,0.48627451,0.45383244,0.00912191,0,0,0,0
